Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2023-01-31,141.88194274902344,226.04046630859375,103.12999725341797,168.20297241210938,213.0,239.83067321777344,165.11346435546875,44.46022033691406,150.548583984375,105.99390411376953,336.0054931640625,296.1485900878906,182.2957000732422,119.19512939453125,147.53614807128906,129.69577026367188,55.29018020629883,246.41749572753906,85.2452392578125,96.60962677001953,240.950439453125,118.88865661621094,19.493690490722656,130.90093994140625,229.1630096435547,179.14926147460938,466.2586364746094,224.1373748779297,33.410804748535156,46.05157470703125
2023-02-01,143.0029296875,220.676025390625,105.1500015258789,166.9337615966797,214.75,237.21646118164062,168.89801025390625,44.36886215209961,148.24737548828125,106.87319946289062,335.9136657714844,299.72967529296875,180.75674438476562,119.51362609863281,148.890380859375,129.3529052734375,55.299198150634766,245.3761444091797,85.82299041748047,96.22286224365234,245.75367736816406,120.914794921875,20.896570205688477,131.64564514160156,235.58493041992188,173.62820434570312,464.2130432128906,224.80917358398438,33.50725173950195,46.307647705078125
2023-02-02,148.30296325683594,220.7835235595703,112.91000366210938,166.47222900390625,209.33999633789062,232.80564880371094,171.67002868652344,45.05400466918945,146.21432495117188,110.60531616210938,339.36737060546875,310.4183654785156,181.33384704589844,120.6637191772461,149.45010375976562,128.7505645751953,54.352439880371094,242.55628967285156,89.1045150756836,93.05680847167969,257.2756652832031,120.50393676757812,21.660869598388672,130.7078857421875,237.64804077148438,170.36619567871094,439.76953125,223.50453186035156,33.619773864746094,45.971553802490234
2023-02-03,151.9215545654297,219.56553649902344,103.38999938964844,171.98187255859375,206.00999450683594,235.52438354492188,168.13125610351562,44.42367935180664,146.594970703125,108.16282653808594,339.8082580566406,302.8449401855469,177.23289489746094,121.15031433105469,148.61048889160156,130.74288940429688,53.94669723510742,243.49624633789062,87.03043365478516,92.58909606933594,251.19869995117188,119.15007019042969,21.0532169342041,131.11241149902344,234.14166259765625,171.3129119873047,440.8810119628906,224.05950927734375,33.362579345703125,45.36017990112305
2023-02-06,149.1977996826172,218.38339233398438,102.18000030517578,169.69337463378906,206.80999755859375,239.00363159179688,166.1750946044922,43.45536804199219,146.7593536376953,107.3421630859375,340.5889892578125,300.8077697753906,178.41334533691406,120.4779281616211,147.4820098876953,131.51202392578125,54.25326156616211,246.8966827392578,86.29708862304688,93.56948852539062,249.6624298095703,117.39471435546875,21.042245864868164,129.9999542236328,235.40084838867188,174.3406219482422,443.8885192871094,223.38768005371094,33.1777229309082,45.030487060546875
2023-02-07,152.0690460205078,218.51771545410156,102.11000061035156,171.82801818847656,214.75999450683594,237.33056640625,168.36715698242188,43.70200729370117,150.60914611816406,109.06165313720703,343.8956604003906,297.089599609375,179.66371154785156,120.17716217041016,147.51812744140625,133.11514282226562,54.16309356689453,246.3621826171875,86.59339141845703,95.05357360839844,260.1537780761719,117.021240234375,22.123842239379883,128.73121643066406,230.9549560546875,177.1714324951172,445.4203796386719,225.2181396484375,32.59100341796875,45.12651062011719
2023-02-08,149.38462829589844,215.1145782470703,100.05000305175781,172.1165008544922,213.5,236.57957458496094,166.74522399902344,42.89811706542969,147.07078552246094,109.20821380615234,344.5386657714844,293.060791015625,176.82192993164062,120.30099487304688,147.7077178955078,132.17921447753906,53.847503662109375,242.1968536376953,85.37115478515625,95.91705322265625,259.3467102050781,114.76166534423828,22.15576934814453,127.39814758300781,228.11691284179688,175.65292358398438,451.34210205078125,224.12765502929688,32.56689453125,44.88324737548828
2023-02-09,148.35214233398438,214.9354705810547,98.23999786376953,172.47225952148438,211.99000549316406,234.11752319335938,170.7067108154297,42.688018798828125,145.72120666503906,107.82088470458984,338.0079650878906,288.2737121582031,174.19869995117188,119.78158569335938,145.71250915527344,130.1219940185547,53.75734329223633,240.2063751220703,83.65261840820312,95.9889907836914,256.3227844238281,114.08007049560547,22.287479400634766,126.00067138671875,224.2424774169922,173.7500457763672,453.6866149902344,223.7374267578125,31.996253967285156,45.29935836791992
2023-02-10,148.716552734375,217.17437744140625,97.61000061035156,172.35687255859375,212.88999938964844,235.43882751464844,164.18942260742188,43.172176361083984,148.77508544921875,105.57380676269531,341.0298767089844,289.1781311035156,175.29171752929688,121.43836975097656,146.38963317871094,130.69654846191406,53.75734329223633,241.82826232910156,84.3563461303711,97.65298461914062,255.81719970703125,114.12675476074219,21.217851638793945,127.11312103271484,223.2545166015625,175.05299377441406,461.6445617675781,221.64002990722656,32.1569938659668,46.00355911254883
2023-02-13,151.5133819580078,218.21324157714844,99.54000091552734,174.3568878173828,215.64999389648438,235.89515686035156,168.17056274414062,43.720279693603516,147.94456481933594,105.1830062866211,343.5466613769531,295.56396484375,177.8274688720703,123.00562286376953,146.9312744140625,132.11436462402344,54.64097595214844,245.31163024902344,85.39337921142578,98.5344467163086,263.8097229003906,116.85315704345703,21.73969268798828,128.77719116210938,225.76321411132812,175.8497772216797,462.6719665527344,223.2789306640625,32.40614318847656,46.70456314086914
2023-02-14,150.87326049804688,217.76150512695312,99.69999694824219,174.05880737304688,218.4499969482422,232.29229736328125,167.06961059570312,43.574119567871094,149.077880859375,105.1830062866211,341.4891052246094,290.90478515625,175.7551727294922,121.80555725097656,146.290283203125,132.69813537597656,53.730289459228516,245.68948364257812,84.60077667236328,97.8058853149414,264.6361083984375,117.83356475830078,22.920074462890625,128.0509033203125,224.6686553955078,172.5971221923828,460.31817626953125,223.7764434814453,32.414188385009766,46.57011795043945
